Userid,Marital status,Application mode,Application order,Course,Morning shift participation,Previous qualification,Previous qualification score,Nationality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Entry score,Displaced,Special needs,Debtor,Regularized Fees,Gender_Male,External Funding,Age at enrollment,International,N units credited 1st period,N units taken 1st period,N scored units 1st period,N units approved 1st period,Average grade 1st period,N unscored units 1st period,N units credited 2nd period,N units taken 2nd period,N scored units 2nd period,N units approved 2nd period,Average grade 2nd period,N unscored units 2nd period,Success,Social Popularity,Registered,Observations
3803,divorced,0.0,1.0,Social Service (evening attendance),0.0,12th grade,140.0,Portuguese,6th grade,4th grade,Unskilled Worker,Unskilled Worker,126.0,0.0,0.0,,1.0,0.0,1.0,39.0,0.0,3.0,9.0,,9.0,13.11111111111111,0.0,2.0,7.0,10.0,7.0,11.714285714285714,0.0,Succeeded,93,Yes,
1993,single,0.0,1.0,Social Service (evening attendance),,12th grade,120.0,Moldova,12th grade,12th grade,Administrative Staff,Engineer,119.5,0.0,0.0,1.0,1.0,0.0,0.0,25.0,1.0,2.0,6.0,6.0,6.0,11.333333333333334,0.0,0.0,6.0,6.0,4.0,11.75,0.0,Holding on,37,Yes,
1916,single,1.0,4.0,Nursing,1.0,12th grade,148.0,Portuguese,12th grade,4th grade,Administrative Staff,Assembly Worker,132.0,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,7.0,7.0,6.0,13.45,0.0,0.0,7.0,7.0,6.0,13.45,0.0,Succeeded,98,Yes,
4102,single,1.0,5.0,Communication Design,1.0,12th grade,124.0,Portuguese,4th grade,4th grade,Unskilled Worker,Unskilled Worker,113.9,1.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0,6.0,6.0,6.0,11.166666666666666,0.0,0.0,6.0,6.0,6.0,12.166666666666666,0.0,Succeeded,44,Yes,
1837,married,0.0,1.0,Social Service (evening attendance),0.0,12th grade,110.0,Portuguese,4th grade,9th grade,Unskilled Worker,Superior-level Professional,100.0,0.0,0.0,0.0,1.0,0.0,0.0,34.0,0.0,9.0,11.0,17.0,9.0,12.333333333333334,0.0,3.0,7.0,12.0,7.0,12.142857142857142,0.0,Succeeded,25,Yes,
3473,divorced,0.0,1.0,Social Service (evening attendance),0.0,9th grade,133.1,Portuguese,4th grade,4th grade,Unskilled Worker,Unskilled Worker,95.0,0.0,0.0,1.0,0.0,0.0,0.0,50.0,0.0,0.0,6.0,11.0,0.0,0.0,0.0,0.0,5.0,6.0,0.0,0.0,0.0,Gave up,1,Yes,
4005,single,1.0,2.0,Communication Design,1.0,12th grade,128.0,Portuguese,4th grade,4th grade,Unskilled Worker,Unskilled Worker,123.5,1.0,0.0,0.0,1.0,1.0,1.0,21.0,0.0,0.0,6.0,6.0,6.0,13.166666666666666,0.0,0.0,6.0,8.0,6.0,13.285714285714286,0.0,Succeeded,51,Yes,
1937,single,2.0,1.0,Equinculture,1.0,12th grade,147.0,Portuguese,Master degree,12th grade,Scientist,Armed Forces,141.8,1.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,6.0,8.0,6.0,13.0,0.0,0.0,6.0,9.0,4.0,12.8,0.0,Succeeded,70,Yes,
3368,single,1.0,4.0,Nursing,1.0,12th grade,137.0,Portuguese,9th grade,6th grade,Unskilled Worker,Superior-level Professional,125.0,1.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,7.0,7.0,6.0,14.616666666666667,0.0,0.0,7.0,7.0,6.0,14.616666666666667,0.0,Succeeded,65,Yes,
1981,single,1.0,1.0,Management,1.0,12th grade,140.0,Portuguese,9th grade,9th grade,Unskilled Worker,Unskilled Worker,124.3,1.0,0.0,0.0,1.0,0.0,1.0,18.0,0.0,0.0,5.0,8.0,4.0,10.75,0.0,0.0,5.0,5.0,5.0,13.0,0.0,Succeeded,82,Yes,
3676,single,2.0,1.0,Communication Design,1.0,12th grade,118.0,Portuguese,6th grade,9th grade,Unskilled Worker,Superior-level Professional,111.0,1.0,0.0,0.0,1.0,0.0,0.0,21.0,0.0,0.0,6.0,6.0,6.0,12.5,0.0,0.0,6.0,6.0,6.0,12.666666666666666,0.0,Succeeded,88,Yes,
182,single,0.0,1.0,Management (evening attendance),0.0,12th grade - Technological specialization course,140.0,Portuguese,4th grade,9th grade,Unskilled Worker,Assembly Worker,140.0,0.0,0.0,0.0,1.0,0.0,1.0,26.0,0.0,2.0,6.0,7.0,6.0,12.666666666666666,0.0,2.0,6.0,7.0,6.0,13.166666666666666,1.0,Holding on,76,Yes,
2372,single,1.0,5.0,Animation and Multimedia Design,,12th grade,139.0,Portuguese,9th grade,Bachelor degree,Unskilled Worker,Scientist,136.9,1.0,0.0,0.0,1.0,1.0,1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Succeeded,87,Yes,
3807,single,1.0,3.0,Communication Design,1.0,12th grade,147.0,Portuguese,,4th grade,Private Security,Engineer,135.8,1.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0,,6.0,6.0,13.666666666666666,0.0,0.0,6.0,6.0,6.0,13.333333333333334,0.0,Succeeded,78,Yes,
4329,married,0.0,2.0,Basic Education,1.0,12th grade,130.0,Portuguese,6th grade,,Administrative Staff,Politician/CEO,124.2,0.0,0.0,0.0,1.0,0.0,0.0,31.0,0.0,3.0,7.0,8.0,6.0,13.666666666666666,0.0,1.0,6.0,8.0,5.0,13.5,0.0,Gave up,44,Yes,
4334,single,1.0,2.0,Social Service,1.0,12th grade,147.0,Portuguese,9th grade,6th grade,Unskilled Worker,Assembly Worker,135.8,1.0,0.0,0.0,1.0,0.0,1.0,19.0,0.0,0.0,6.0,8.0,6.0,12.714285714285714,0.0,0.0,6.0,12.0,5.0,11.0,0.0,Gave up,69,Yes,
2589,single,2.0,1.0,Basic Education,1.0,12th grade,120.0,Portuguese,4th grade,4th grade,Unskilled Worker,Armed Forces,122.6,0.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0,6.0,8.0,3.0,12.333333333333334,0.0,0.0,6.0,11.0,2.0,10.5,0.0,Gave up,63,Yes,
4190,single,0.0,1.0,Tourism,1.0,12th grade,154.0,Portuguese,6th grade,4th grade,Politician/CEO,Politician/CEO,154.0,1.0,0.0,0.0,1.0,0.0,0.0,28.0,0.0,8.0,14.0,22.0,12.0,12.333333333333334,0.0,3.0,12.0,20.0,8.0,12.0,0.0,Succeeded,64,Yes,
777,single,0.0,1.0,Veterinary Nursing,1.0,12th grade,162.0,Portuguese,Bachelor degree,12th grade,Administrative Staff,Administrative Staff,162.0,0.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,6.0,7.0,6.0,15.0,0.0,0.0,6.0,8.0,6.0,15.625,0.0,Succeeded,26,Yes,
4125,single,1.0,1.0,Veterinary Nursing,,12th grade,147.0,Portuguese,4th grade,9th grade,Unskilled Worker,Private Security,133.7,1.0,0.0,0.0,1.0,0.0,1.0,19.0,0.0,0.0,5.0,10.0,2.0,13.5,0.0,0.0,5.0,11.0,5.0,11.4,1.0,Holding on,62,Yes,
477,single,1.0,2.0,Oral Hygiene,1.0,12th grade,133.1,Portuguese,9th grade,9th grade,Unskilled Worker,Unskilled Worker,104.5,1.0,,0.0,1.0,0.0,0.0,21.0,0.0,0.0,2.0,2.0,2.0,12.5,0.0,0.0,7.0,0.0,0.0,0.0,0.0,Gave up,71,Yes,
3533,single,1.0,1.0,Management,1.0,12th grade,151.0,Portuguese,12th grade,6th grade,Administrative Staff,Engineer,137.0,1.0,0.0,0.0,1.0,1.0,0.0,18.0,0.0,0.0,5.0,5.0,5.0,13.4,0.0,0.0,5.0,5.0,5.0,15.0,0.0,Succeeded,60,Yes,
1717,single,1.0,4.0,Nursing,1.0,12th grade,140.0,Portuguese,6th grade,6th grade,Engineer,Engineer,133.2,1.0,,0.0,1.0,0.0,1.0,20.0,0.0,0.0,7.0,10.0,7.0,14.175,0.0,0.0,8.0,14.0,6.0,13.03125,0.0,Succeeded,71,Yes,
845,single,1.0,1.0,Social Service,1.0,12th grade,143.0,Portuguese,6th grade,,Unskilled Worker,Unskilled Worker,133.6,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,6.0,9.0,5.0,11.4,0.0,0.0,6.0,8.0,,10.8,0.0,Succeeded,6,Yes,
2050,single,1.0,4.0,Nursing,1.0,12th grade,140.0,Portuguese,12th grade,9th grade,Unskilled Worker,Engineer,127.0,1.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,8.0,8.0,7.0,13.44285714285714,0.0,0.0,8.0,8.0,7.0,13.44285714285714,0.0,Succeeded,1,Yes,
792,single,0.0,1.0,Nursing,1.0,12th grade,120.0,Portuguese,Bachelor degree,Bachelor degree,Scientist,Scientist,149.0,,0.0,0.0,0.0,1.0,0.0,36.0,0.0,0.0,6.0,15.0,2.0,11.5,0.0,0.0,7.0,9.0,0.0,0.0,0.0,Gave up,92,Yes,
1455,single,1.0,1.0,Informatics Engineering,1.0,12th grade,121.0,Portuguese,Bachelor degree,12th grade,Scientist,Superior-level Professional,114.0,0.0,0.0,0.0,1.0,1.0,0.0,20.0,0.0,0.0,5.0,9.0,,11.6,0.0,0.0,5.0,7.0,4.0,12.25,2.0,Holding on,86,Yes,
2581,single,1.0,1.0,Social Service,1.0,12th grade,145.0,Portuguese,9th grade,4th grade,Administrative Staff,Engineer,148.9,1.0,0.0,0.0,1.0,0.0,1.0,18.0,0.0,0.0,6.0,6.0,6.0,13.666666666666666,0.0,0.0,6.0,6.0,6.0,13.0,0.0,Succeeded,19,Yes,
578,single,0.0,2.0,Management (evening attendance),0.0,12th grade,172.0,Portuguese,9th grade,4th grade,Unskilled Worker,Assembly Worker,150.0,1.0,0.0,0.0,1.0,0.0,1.0,28.0,0.0,0.0,5.0,7.0,5.0,10.6,0.0,0.0,5.0,6.0,5.0,10.2,0.0,Holding on,91,Yes,
2471,single,0.0,1.0,Equinculture,1.0,12th grade - Technological specialization course,150.0,Portuguese,PhD,12th grade,Scientist,Private Security,150.0,1.0,0.0,0.0,1.0,1.0,0.0,19.0,0.0,1.0,6.0,13.0,5.0,11.6,0.0,1.0,6.0,12.0,2.0,11.0,0.0,Holding on,68,Yes,
3083,single,3.0,1.0,Communication Design,1.0,12th grade,143.0,Portuguese,6th grade,6th grade,Engineer,Private Security,141.6,0.0,0.0,0.0,1.0,0.0,1.0,19.0,0.0,6.0,12.0,12.0,11.0,13.090909090909092,0.0,5.0,11.0,12.0,11.0,12.083333333333334,0.0,Succeeded,48,Yes,
2544,single,2.0,1.0,Communication Design,1.0,12th grade,108.0,Portuguese,9th grade,12th grade,Administrative Staff,Superior-level Professional,111.9,0.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,6.0,,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,Gave up,39,Yes,
2444,married,0.0,1.0,Agronomy,1.0,Bachelor degree,110.0,Portuguese,Bachelor degree,9th grade,Administrative Staff,Engineer,150.0,0.0,0.0,0.0,1.0,1.0,0.0,32.0,0.0,0.0,6.0,8.0,6.0,18.875,0.0,6.0,12.0,14.0,12.0,17.692307692307693,0.0,Succeeded,35,Yes,
4343,single,0.0,1.0,Advertising and Marketing Management,1.0,12th grade,120.0,Portuguese,,,Student,Student,104.0,1.0,0.0,0.0,1.0,0.0,0.0,24.0,0.0,0.0,5.0,10.0,3.0,13.0,0.0,0.0,5.0,11.0,3.0,11.333333333333334,0.0,Gave up,70,Yes,
3726,single,0.0,1.0,Agronomy,1.0,12th grade - Technological specialization course,130.0,Portuguese,12th grade,12th grade,Superior-level Professional,Armed Forces,130.0,0.0,0.0,0.0,1.0,1.0,0.0,22.0,,4.0,10.0,21.0,5.0,11.4,1.0,2.0,7.0,13.0,6.0,11.666666666666666,0.0,Gave up,62,Yes,
1833,single,2.0,2.0,Management,1.0,12th grade,134.0,Portuguese,4th grade,9th grade,Unskilled Worker,Assembly Worker,126.3,1.0,0.0,0.0,1.0,0.0,1.0,18.0,0.0,0.0,5.0,8.0,5.0,11.8,0.0,0.0,5.0,10.0,5.0,11.6,3.0,Succeeded,77,Yes,
956,single,2.0,4.0,Advertising and Marketing Management,1.0,12th grade,125.0,Portuguese,12th grade,12th grade,Administrative Staff,Other,125.4,1.0,0.0,0.0,1.0,1.0,0.0,19.0,0.0,0.0,5.0,6.0,3.0,13.333333333333334,0.0,0.0,5.0,5.0,1.0,11.0,0.0,Gave up,38,Yes,
2148,single,1.0,6.0,Tourism,1.0,12th grade,129.0,Portuguese,6th grade,9th grade,Unskilled Worker,Private Security,117.8,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,6.0,11.0,6.0,12.0,0.0,0.0,6.0,11.0,4.0,12.5,0.0,Succeeded,7,Yes,
1671,single,0.0,1.0,Management (evening attendance),0.0,12th grade,133.1,Portuguese,12th grade,12th grade,Administrative Staff,Scientist,127.7,0.0,0.0,0.0,1.0,0.0,0.0,25.0,0.0,0.0,5.0,12.0,4.0,12.5,0.0,0.0,5.0,10.0,4.0,11.0,0.0,Holding on,56,Yes,
2683,single,0.0,1.0,Management (evening attendance),0.0,Bachelor degree,120.0,Portuguese,4th grade,4th grade,Engineer,Engineer,120.0,0.0,0.0,1.0,0.0,1.0,0.0,46.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,1.0,10.0,0.0,Gave up,19,Yes,
1350,single,0.0,1.0,Veterinary Nursing,1.0,9th grade,133.1,Portuguese,9th grade,9th grade,Administrative Staff,Unskilled Worker,139.9,1.0,0.0,0.0,1.0,0.0,1.0,24.0,0.0,1.0,6.0,7.0,6.0,12.5,,0.0,6.0,11.0,6.0,12.833333333333334,0.0,Succeeded,20,Yes,
246,single,0.0,1.0,Nursing,1.0,Bachelor degree,130.0,Portuguese,9th grade,6th grade,Private Security,Superior-level Professional,130.0,0.0,0.0,0.0,1.0,0.0,0.0,23.0,0.0,0.0,8.0,8.0,8.0,13.22,0.0,0.0,8.0,8.0,8.0,13.22,0.0,Succeeded,40,Yes,
523,single,0.0,1.0,Social Service,1.0,12th grade,150.0,Santomean,Bachelor degree,4th grade,Scientist,Assembly Worker,132.5,1.0,0.0,0.0,0.0,0.0,0.0,20.0,1.0,0.0,6.0,9.0,5.0,13.0,0.0,0.0,6.0,7.0,6.0,13.5,0.0,Succeeded,85,Yes,
2009,single,1.0,1.0,Animation and Multimedia Design,1.0,12th grade,151.0,Portuguese,4th grade,4th grade,Unskilled Worker,Engineer,147.5,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Succeeded,62,Yes,
166,single,2.0,1.0,Journalism and Communication,1.0,12th grade,133.1,Portuguese,9th grade,4th grade,Engineer,Engineer,126.0,0.0,0.0,0.0,1.0,0.0,1.0,19.0,0.0,0.0,6.0,6.0,6.0,12.5,0.0,0.0,6.0,7.0,6.0,13.0,0.0,Succeeded,73,Yes,
719,married,0.0,1.0,Management (evening attendance),0.0,Incomplete Bachelor's,123.0,Portuguese,4th grade,4th grade,Unskilled Worker,Unskilled Worker,123.0,0.0,0.0,,1.0,1.0,0.0,37.0,0.0,0.0,5.0,10.0,5.0,15.8,0.0,0.0,5.0,5.0,5.0,17.6,0.0,Holding on,35,Yes,
263,single,0.0,1.0,Informatics Engineering,1.0,12th grade,130.0,Portuguese,4th grade,6th grade,Unskilled Worker,Unskilled Worker,120.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,0.0,8.0,12.0,17.0,8.0,11.75,0.0,6.0,12.0,19.0,,12.166666666666666,2.0,Gave up,62,Yes,
186,single,3.0,2.0,Management,1.0,12th grade,132.0,Portuguese,Bachelor degree,Bachelor degree,Private Security,Engineer,119.1,1.0,0.0,1.0,0.0,0.0,0.0,20.0,0.0,0.0,5.0,9.0,3.0,10.0,0.0,0.0,5.0,9.0,3.0,10.571428571428571,0.0,Gave up,30,Yes,
1188,single,2.0,1.0,Management,1.0,12th grade,140.0,Portuguese,4th grade,4th grade,Unskilled Worker,Engineer,132.3,1.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0,5.0,9.0,1.0,10.0,0.0,0.0,5.0,10.0,1.0,11.0,0.0,Gave up,30,Yes,
3062,single,2.0,2.0,Tourism,1.0,12th grade,129.0,Portuguese,11th grade,4th grade,Unskilled Worker,Unskilled Worker,122.0,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,6.0,15.0,2.0,10.0,0.0,0.0,6.0,12.0,0.0,0.0,0.0,Gave up,35,Yes,
2594,single,0.0,1.0,Oral Hygiene,1.0,12th grade,120.0,Portuguese,9th grade,9th grade,Administrative Staff,Private Security,122.8,0.0,0.0,0.0,1.0,0.0,0.0,26.0,0.0,0.0,7.0,12.0,6.0,12.166666666666666,0.0,0.0,8.0,8.0,8.0,11.675,0.0,Gave up,70,Yes,
386,single,1.0,1.0,Social Service,1.0,12th grade,124.0,Portuguese,,,Student,Student,129.3,0.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,6.0,8.0,6.0,11.5,0.0,0.0,6.0,7.0,6.0,11.166666666666666,0.0,Succeeded,75,Yes,
207,single,1.0,2.0,Nursing,1.0,12th grade,149.0,Portuguese,9th grade,6th grade,Unskilled Worker,Unskilled Worker,126.5,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,8.0,8.0,7.0,12.914285714285713,0.0,0.0,8.0,8.0,7.0,12.914285714285713,0.0,Succeeded,80,Yes,
2390,single,0.0,2.0,Social Service,1.0,12th grade,110.0,Portuguese,9th grade,12th grade,Private Security,Private Security,136.5,0.0,0.0,0.0,1.0,1.0,0.0,28.0,0.0,0.0,5.0,6.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,Gave up,54,Yes,
1539,single,3.0,5.0,Basic Education,1.0,12th grade,121.0,Portuguese,6th grade,9th grade,Engineer,Engineer,117.5,1.0,0.0,1.0,0.0,0.0,0.0,20.0,0.0,0.0,6.0,14.0,2.0,12.0,0.0,0.0,6.0,14.0,3.0,11.666666666666666,0.0,Gave up,82,Yes,
863,single,0.0,1.0,Communication Design,1.0,12th grade - Technological specialization course,120.0,Portuguese,12th grade,9th grade,Private Security,Assembly Worker,119.8,0.0,0.0,0.0,1.0,1.0,0.0,21.0,0.0,2.0,7.0,7.0,2.0,12.0,0.0,5.0,9.0,10.0,7.0,12.142857142857142,0.0,Gave up,6,Yes,
2863,married,,1.0,Social Service (evening attendance),0.0,12th grade,140.0,Portuguese,4th grade,4th grade,Unskilled Worker,Unskilled Worker,121.0,0.0,0.0,0.0,1.0,0.0,0.0,50.0,0.0,0.0,6.0,8.0,6.0,12.666666666666666,0.0,0.0,6.0,6.0,6.0,11.833333333333334,0.0,Succeeded,14,Yes,
1403,single,1.0,1.0,Veterinary Nursing,1.0,12th grade,140.0,Portuguese,11th grade,12th grade,Politician/CEO,Other,141.8,0.0,0.0,0.0,1.0,0.0,0.0,21.0,0.0,,5.0,7.0,5.0,14.4,0.0,0.0,5.0,5.0,5.0,13.8,0.0,Succeeded,41,Yes,
360,single,0.0,1.0,Veterinary Nursing,1.0,Master degree,160.0,Portuguese,Bachelor degree,12th grade - Technological specialization course,Scientist,Superior-level Professional,172.0,0.0,0.0,0.0,1.0,0.0,0.0,26.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,Gave up,33,Yes,
1056,single,1.0,1.0,Nursing,1.0,12th grade,118.0,Portuguese,9th grade,9th grade,Private Security,Engineer,117.8,0.0,0.0,0.0,1.0,0.0,1.0,19.0,0.0,0.0,7.0,7.0,7.0,13.7,0.0,0.0,8.0,9.0,7.0,14.671428571428574,0.0,Succeeded,47,Yes,
2518,single,1.0,3.0,Nursing,,12th grade,139.0,Portuguese,9th grade,12th grade,Unskilled Worker,Private Security,135.0,1.0,0.0,0.0,1.0,0.0,1.0,18.0,0.0,0.0,8.0,8.0,7.0,12.214285714285714,0.0,0.0,8.0,8.0,7.0,12.214285714285714,0.0,Succeeded,98,Yes,
3099,single,1.0,1.0,Social Service,1.0,12th grade,138.0,Portuguese,4th grade,4th grade,Unskilled Worker,Unskilled Worker,135.9,1.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,,11.0,5.0,11.6,0.0,0.0,6.0,11.0,6.0,11.666666666666666,0.0,Holding on,52,Yes,
4372,single,1.0,6.0,Nursing,1.0,12th grade,118.0,Portuguese,6th grade,9th grade,Superior-level Professional,Superior-level Professional,113.5,1.0,0.0,0.0,1.0,1.0,0.0,18.0,0.0,0.0,7.0,7.0,7.0,13.175714285714289,0.0,0.0,8.0,,8.0,14.925,0.0,Succeeded,70,Yes,
3228,single,0.0,1.0,Veterinary Nursing,1.0,12th grade - Technological specialization course,150.0,Portuguese,9th grade,6th grade,Restaurant worker,Unskilled Worker,150.0,1.0,0.0,0.0,1.0,0.0,0.0,23.0,0.0,0.0,6.0,11.0,4.0,11.5,0.0,0.0,6.0,12.0,,12.2,0.0,Holding on,80,Yes,
1388,single,1.0,3.0,Management,1.0,12th grade,133.0,Portuguese,4th grade,4th grade,Unskilled Worker,Private Security,119.7,1.0,0.0,,1.0,1.0,0.0,19.0,0.0,0.0,5.0,8.0,5.0,13.25,0.0,0.0,5.0,6.0,5.0,11.833333333333334,0.0,Succeeded,36,Yes,
739,single,1.0,1.0,Animation and Multimedia Design,1.0,12th grade,137.0,Portuguese,12th grade,Bachelor degree,Superior-level Professional,Engineer,146.5,1.0,0.0,1.0,1.0,1.0,0.0,19.0,0.0,6.0,12.0,13.0,11.0,12.0,0.0,4.0,11.0,15.0,10.0,11.181818181818182,0.0,Holding on,91,Yes,
4390,single,,1.0,Social Service,1.0,12th grade,167.0,Portuguese,9th grade,9th grade,Unskilled Worker,Engineer,156.2,0.0,0.0,0.0,1.0,0.0,1.0,18.0,0.0,0.0,6.0,6.0,6.0,14.333333333333334,0.0,0.0,6.0,7.0,6.0,14.142857142857142,0.0,Succeeded,48,Yes,
128,single,1.0,1.0,Basic Education,1.0,12th grade,146.0,Portuguese,9th grade,6th grade,Unskilled Worker,Superior-level Professional,145.3,1.0,0.0,0.0,1.0,0.0,1.0,18.0,0.0,0.0,6.0,8.0,5.0,12.8,0.0,0.0,6.0,7.0,5.0,13.4,0.0,Holding on,95,Yes,
2784,single,1.0,1.0,Social Service,1.0,12th grade,132.0,Portuguese,4th grade,4th grade,Unskilled Worker,Engineer,129.9,1.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0,6.0,7.0,5.0,13.2,0.0,0.0,6.0,6.0,6.0,12.666666666666666,0.0,Holding on,51,Yes,
1540,married,0.0,1.0,Informatics Engineering,1.0,Bachelor degree,120.0,Portuguese,4th grade,4th grade,Administrative Staff,Engineer,122.5,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,5.0,6.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,Gave up,30,Yes,
980,single,3.0,1.0,Agronomy,1.0,12th grade,133.1,Portuguese,12th grade,6th grade,Unskilled Worker,Engineer,101.0,0.0,0.0,0.0,1.0,1.0,0.0,21.0,0.0,5.0,11.0,16.0,9.0,11.9,0.0,3.0,9.0,14.0,8.0,12.25,0.0,Succeeded,23,Yes,
4132,single,0.0,1.0,Nursing,1.0,12th grade,123.0,Portuguese,9th grade,12th grade,Politician/CEO,Politician/CEO,140.8,0.0,0.0,0.0,1.0,0.0,0.0,25.0,0.0,0.0,8.0,8.0,7.0,12.084285714285716,0.0,0.0,8.0,8.0,7.0,12.084285714285716,0.0,Succeeded,8,Yes,
551,single,1.0,5.0,Informatics Engineering,,12th grade,126.0,Portuguese,11th grade,9th grade,Administrative Staff,Private Security,122.5,1.0,0.0,0.0,1.0,1.0,,19.0,0.0,0.0,5.0,12.0,3.0,12.0,0.0,0.0,5.0,10.0,3.0,12.0,0.0,Gave up,71,Yes,
3220,single,,1.0,Management (evening attendance),0.0,12th grade,140.0,Portuguese,12th grade,4th grade,Unskilled Worker,Assembly Worker,154.5,0.0,0.0,0.0,1.0,0.0,0.0,26.0,0.0,0.0,1.0,2.0,0.0,0.0,,0.0,5.0,8.0,0.0,0.0,0.0,Gave up,59,Yes,
1155,single,1.0,3.0,Nursing,1.0,12th grade,135.0,Portuguese,12th grade,4th grade,Engineer,Engineer,120.5,1.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,8.0,11.0,,13.258571428571427,0.0,0.0,8.0,11.0,7.0,13.258571428571427,0.0,Succeeded,81,Yes,
3896,single,1.0,1.0,Nursing,1.0,12th grade,140.0,Portuguese,6th grade,4th grade,Unskilled Worker,Engineer,130.0,1.0,0.0,0.0,1.0,1.0,1.0,18.0,0.0,0.0,7.0,7.0,6.0,13.183333333333332,0.0,0.0,7.0,7.0,6.0,13.183333333333332,0.0,Succeeded,80,Yes,
225,single,3.0,1.0,Nursing,1.0,12th grade,135.0,Portuguese,12th grade,6th grade,Administrative Staff,Private Security,127.5,1.0,0.0,0.0,1.0,0.0,1.0,19.0,0.0,0.0,7.0,8.0,6.0,13.741666666666667,0.0,0.0,8.0,9.0,7.0,14.9125,0.0,Succeeded,44,Yes,
2943,single,1.0,1.0,Animation and Multimedia Design,1.0,12th grade,145.0,Portuguese,Bachelor degree,12th grade,Scientist,Administrative Staff,160.1,,0.0,0.0,1.0,0.0,1.0,19.0,0.0,6.0,12.0,12.0,12.0,14.5,0.0,4.0,11.0,15.0,11.0,13.583333333333334,0.0,Succeeded,56,Yes,
2179,single,2.0,1.0,Nursing,1.0,12th grade,147.0,Portuguese,12th grade,12th grade,Private Security,Private Security,134.9,0.0,1.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,7.0,7.0,7.0,13.642857142857142,0.0,0.0,8.0,11.0,8.0,14.772727272727272,0.0,Succeeded,18,Yes,
3361,single,2.0,4.0,Advertising and Marketing Management,1.0,12th grade,126.0,Portuguese,12th grade,12th grade,Administrative Staff,Engineer,115.2,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,,6.0,7.0,3.0,12.666666666666666,0.0,0.0,6.0,10.0,5.0,13.125,0.0,Gave up,96,Yes,
3641,single,1.0,3.0,Journalism and Communication,1.0,12th grade,150.0,Portuguese,9th grade,6th grade,Administrative Staff,Administrative Staff,146.5,1.0,0.0,0.0,1.0,0.0,1.0,20.0,0.0,0.0,6.0,6.0,6.0,13.5,0.0,0.0,6.0,7.0,6.0,12.666666666666666,0.0,Succeeded,83,Yes,
2424,single,0.0,1.0,Agronomy,1.0,12th grade,133.1,Portuguese,12th grade,4th grade,Unskilled Worker,Assembly Worker,130.0,0.0,0.0,0.0,1.0,1.0,0.0,29.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,4.0,8.0,0.0,0.0,0.0,Gave up,32,Yes,
4082,single,1.0,1.0,Veterinary Nursing,1.0,12th grade,131.0,Portuguese,4th grade,4th grade,Unskilled Worker,Engineer,130.7,0.0,0.0,1.0,1.0,0.0,0.0,21.0,0.0,0.0,5.0,9.0,2.0,11.5,0.0,0.0,5.0,13.0,4.0,11.0,1.0,Holding on,76,Yes,
3881,single,2.0,5.0,Journalism and Communication,1.0,12th grade,111.0,Portuguese,9th grade,11th grade,Engineer,Superior-level Professional,115.9,1.0,0.0,0.0,1.0,0.0,,22.0,0.0,0.0,6.0,7.0,6.0,13.571428571428571,0.0,0.0,6.0,7.0,6.0,15.285714285714286,0.0,Succeeded,91,Yes,
